,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1749,ማነው,እስኪ,ጠና,ወዳጅ,ነገረ,ከተማ,ተቈጣጠረ,ሞከረ,ገጠር,እጅ,ወጣ,,,,,,,,,,,,,,,,,,,,,,,,,
1750,"""እኔ",ፖለቲካ,በረረ,ወጣ,አዲስ_አበባ,ከቱ,ፓርላማ,መቀመጫ,ኢህአዴግ,ተሸነፈ,አጠቃላይ,ምርጫ,ሄደ,ኢህአዴግን,ሰላማዊ,መንገድ,ስልጣን,ሰነበተ,ግብ,ግልጽ,አስቀመጠ,,,,,,,,,,,,,,,
1751,ዛሬ,በላ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,ደምቢ,ዶሎ,ዩኒቨርሲቲ,በኦነግና,ቄሮ,የታገቱ,አማራ,ተማረ,አልተለቀቁምበርካቶች,ሴት,ናቸውነገሮች,አቅም,,,,,,,,,,,,,,,,,,,,,,,,
1753,ኦረዲ,ተጸጸተ,እኮ,"""እርዳታው",ደንብ,ሰርግ,ጥር,ምሳሌ,እዛ,እኮ,ተጠዳድፌ,ረስቸው,እርዳታ,ተመልካች,"ይከብዳል""",አየ,,,,,,,,,,,,,,,,,,,,
1754,ይሄን,መብት,ሰጠ,መንግስት,ነዉ,ህግ,ከለላዉ,አራጅ,ቄሮ,ጀዋር,ለሚመራዉ,ቄሮ,ይሄን,ስልጣን,ሰቶ,አረደ,ገደለ,መንግስት,ነዉ,,,,,,,,,,,,,,,,,
1755,የሀላባ,ብሄረሰብ,ዘመን,ለወጠ,በአልሴራ,አዲ_አበባ,ተከበረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,ባንክ,አካውንቱ,ለግዜው,የኦንላይን,ባንኪንግ,ሲስተም,ሰራ,አካል,በቅርበት,ተገኘ,ንግድ,ባንክ,ቅርንጫፍ,ሄደ,አቅም_ለገሰ,ቻለ,ደገፋ,ለወደፊት,ድጋፍ,ተባባሪ,ትልቅ,ምስጋና,,,,,,,,,,,,,,
1757,ሴት,ማራቶን,ኬንያ,እንዴ,ተወዳደረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,ምርጫ,አመት,አመት,ርዝም,ምርጫ,ምች_ፈጠረ,አሰበ,ሞኝነት,ችግር,ባባ,ረገጠ,ቆጥ,ወረደ,ብብት,ጣለ,ምርጫ,ጊዜ,ረዘመ,ሳይስፈልግ,ሄደ,,,,,,,,,,,,,,,,
1759,ደመረ,መሰለ,አመነ,ፓርቲ,ስራ,ፈጸመ,ተገኘ,ወይስ,ሱስ,ስልጣን,ፈቃድ,ለቀቀ,መልካም,,,,,,,,,,,,,,,,,,,,,,,
1760,አዲስ,ጎበዝ,ወጣት,ድምጻዊት,ሙዚቃ,ደስ,ላላ,ተወራ,ግን,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,ገና,አል,ተመለከተ,ተዘጋጀ,ንግድ,ትርኢት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,አባክህ,ዝም,አዶ,ጭንቅላት,በሀፍ,ህ,አየ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,ለውጥ,ለውጥ,እኮ,ብልጽግና,ፓርቲ,መሰረተ,አምባገነን,ስርአት,ገነባ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,ዋሽንግተን,ከበበ,ተገኘ,እስልምና,እምነት_ተከታይ,ዛሬ,ኤምባሲ,ሰበሰበ,ቅርብ,ሞጣ,አካባቢ,ደረሰ,መስጊድ,ቀጠለ,አወገዘ,ጠፋ,ፈጠነ,ህግ,እንዲ,,,,,,,,,,,,,,,,,
1765,ጨጨሆን,ምርጫ,ድርግ,እርግጥ,ቸገረ,አስቴር,ስራ,ራስ,ታይፕ,መሰለ,ፊት,ወደደ,ዜማ,እይነት,,,,,,,,,,,,,,,,,,,,,,
1766,"""",በወሎዬዎቹ,ቋንቋ,ሁልሽም,ኩል,"ነው""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,ቦታ,መረጠ,ግን,ነውክፍት,ቦታ,መሀል,ኣሰፋልቱ,ሰራ,ገባ,ሀወልቱ,ሱቅ,ተጠጋ,መሰራቱቱ,ግራ_ግብእ,,,,,,,,,,,,,,,,,,,,,,
1768,ሳይንስ_ከፍተኛ_ትምህርት_ሚኒስቴር,ሂሩት,ቃል,ተቀበለ,አቶ,ደቻሳ,ጉሩሙ,ስልጣን,ለቀቀ,መታ,ስራ,ሰራ,ማይል,ተስፋ,ድርግ,,,,,,,,,,,,,,,,,,,,,
1769,አራተኛ,ጣት,ቀለበት,ወደቀ,ነበረ,ጉልበት,ወደቀ,አል,ቀላል,ለካ,ገላ,ከሳ,ቃል,ጐደለ,,,,,,,,,,,,,,,,,,,,,,
1770,ውነት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,ስብሰባ,ተሳተፈ,ሴት,መለሰ,"""እንደሴት",ንሯችንን,ከበደ,መከረ,ባላ,ፈታ,መጣ,"አልመሰለኝም""",አል,,,,,,,,,,,,,,,,,,,,,,,
1772,እቴ,እሜቴ,ሎሚ,ሽታ,ሰውዬ,ማታ,አላለኝ,ትዳር,ፈቶ,ወሰደ,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,"""ያመኑት",ከዳ,ቀለለ,"እዳ""",ላላ,ምሳሊያዊ,ንግግር,ውነት,ገባ,ዘር,ከፈለ,መጣ,ትለፋለህብዙዎች,ይክዱሃልጥቂቶች,ተከተለ,ኢትዮጵያዊነት,ግን,ተሸነፈ,በራ,መሪ,,,,,,,,,,,,,,,,
1774,ውነት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,አሻ,ቴሌቭዥኑ,ሱራፌል,ወንድሙ,ኦሮሞ,ነጻነት,ግንባር,ሊቀ,መንበር,ዳውድ_ኢብሳ,የኢዜማ,መሪ,ብርሀን_ነጋ,ለቃለ,መጠይቅ,ተቀመጠ,ሱራፌል,ረባ,ጠበቀ,ተከፋ,,,,,,,,,,,,,,,,
1776,ደካማ,የተረኝነት,ስሜት,ጠባብ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,ተሻለ,አወቀ,ምርጫ,ተቀመጠ,የግዜ,ሰሌዳ,ተካሄደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,ፈራ,ስል,ምክንያት,ሙሉ,ድል_ዲሞክራሲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,ለማ,አመት,ነገሰ,ደህና,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,ሚመስለኝ,ተታለለ,ምስኪን,አማራ,ጠላት,ወያኔ,ጫነ,ዘር,አስተሳብህን,ደበቀ,አወቀ,ብዙ,ግዜ,ሸውደህናል,ነቃ,ዘረኛ,,,,,,,,,,,,,,,,,,,,
1781,አይ,ጎንደር,አረደ,ጀመረ,ሺ,አላመጠ,ገደለ,ደመቀ,ኰነነ,ደግ,ናንት,ልጅ,ግን,አይ,አማራ,ክልል,አሳፉሪዎች,ነውረኛ,አረ,ንቁ,ክዘመን,አለነ,ሳበ,,,,,,,,,,,,,
1782,ቅዱስ_ጊዮርጊስ,መቐለ_እንደርታ,ቀጥታ_ውጤት_መግለጫ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,ደሞ,እኮ,አወቀ,ቀጠለ,ጊዮርጊስ,እዮብ,አልበም,ውጥእ,ቻለ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,አሜሪካ,አዲስ,ጠቀለለ,ሾመ,ወይስ,ለማ,ክብር,ፖለቲካ,ድርግ,አሜሪካ,አንቺኮ,ሸርሙጣ,ተመነ,,,,,,,,,,,,,,,,,,,,,,,
1785,አመሰግናለው,ትንሽ,ስራ,ሰጠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,እሺ,ጊዜ,ወሰደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,ጠገበ,ከብት,ቈጠረ,ቸገረ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,ጋሼ,ሳምንታዊ,ልምድ,አካፈለ,ኑ,እውቀት,ዛፍ,እውቀት,ሸመጠጠ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,እናት,ትናንት,ታክሲ,ሰፈረ,አየ,ቻፓህ,ሴፍ,ደሞ,አለፈ,ከጀለሶቼ,ጋ,አለፈ,ድንጋይ_ወረወረ,ሎሚ,ስላልነበርኝ,እሺ,ደሞ,አኰረፈ,,,,,,,,,,,,,,,,,,
1790,ገረመ,አጼ,ተቸ,ጀመረ,መሀል,ቆመ,ጨዋ,ደንብ,ታሪካዊ,በደል,ማተኮር,ገባ,ረዳ,ሞከረ,ጥላቻ,ነዛ,ክርክር,ከቀጠል,,,,,,,,,,,,,,,,,,
1791,ክቡር_ጠማ,ዶር_አብይ_አህመድ,እርስ,ኢትየያዊነት,ሳበ,ውሀ,ጠማ,በተለይ,መልካም,ስብእናዎ,ቅንነት,ተዳረሰ,ብይ,እ,,,,,,,,,,,,,,,,,,,,,,
1792,ኢዜማና,ብልጽግና,ተወሀደ,ነዉ,መጣ,ወሬ,ነዉ,ብልጽግና,የኢዜማ,ውህድ,መረጠ,ከለከለ,ፖለቲካ,ቀልድ,ነዉ,አወቀ,እድሜ,ልካቸዉንህዝብ,መረጠ,እንዲ,,,,,,,,,,,,,,,,
1793,ደመረ,እግድ,ውጪ,ተሻለ,አሰበ,መጣ,ውጤት,መደረማመስ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,አየ,ሞ,ዚ,አመት,ንኽደይ,ሰላም,ዘይበለ,ቢአዱ,ሰላም,ንባእሉ,በር,ሰላም,ናይ,ህዝቢ,ዩ,ዘደለና,ዘለለ,,,,,,,,,,,,,,,,,,,
1795,ቶፊቅ,ሸሪፍ,ሳንቲም,ልብ,ጠፋ,ዥዋዥዌ,ተጫወተ,ትምህርት,ቤት,ስፓርት,ቀን,ስታዲየም,ተከበረ,ማልቴዝ,ማረ,አወቀ,ዝነኛ,አስተ,,,,,,,,,,,,,,,,,,
1796,ስራ,ፈለገ,አወቀ,በትዊተር,ፌስቡክ,ታዋቂ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,ሶደሬ,ስቶር,ተገኘ,ቤተሰቦቻቹህ,ስጦታ,እቃ,ገዛ,ገዛ,እቃ,ተገኘ,ደገመ,አሜሪካ,ላከ,እቃ,ሶደሬ,ስቶር,አዘዘ,"""",,,,,,,,,,,,,,,,,,
1798,ጀመረ,ድርድር,ሀሳብ,እጅጉ,ስላሽቆለቆለ,ድርድር,ፍሬ,አየ,ምሳሌ,ውሀ,ሙሌት,ጊዜ,ግብጽ,ቀደመ,አመት,ነበረ,አነሳ,ድርቅ,ተመለከተ,ተረጐመ,,,,,,,,,,,,,,,,
1799,እኮ,በእራስህ,በቃ,ጀግና,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,አዉቄአለሁ,ብይአለዉ,ቪዲዬዉ,ራስ,ለጠፈ,የዉሸት,ነዉ,ሰቀለ,ቀረጸ,ነዉ,ሌላዉ,አታክ,አረግ,አማራ,ብህሬተኝነትንና,አማራ,ንጉስ,ከዚ,ግንኙነት,የሌላቸዉን,ይሄ,አነሰ,ለፓለቲካ,ፍጆታቸዉ,ነዉ,,,,,,,,,,,
1801,ውሻ,ቀደደ,ጅብ,ገባ,ኣውቃቹ,ትእግስት,ማስተዋል,አየ,ተበጀ,ኣንድ,ነግር,እጅ,ከዋጣ,በሃላ,መለሰ,በጎ,ሳበ,ግርግር,ሰላም,አወከ,ደም,በመምጠት,ኖረ,,,,,,,,,,,,,
1802,ፐፐፐፐፐፐ,አጉል,ለውጥ,እውነት,እንበለጽጋለን,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,እመቤት,ቋንቋዉን,ተናገረ,ወቀሰ,የሚገባዉ,ቤተሰብ,ሲዳማ,ክልል,ከበረ,የነበረወስርአት,ኢዜማ,ነገረ,እኮ,ነዉ,ተከራየ,መጤ,ገዛ,ሲዳማዎች,ሲዳማ,ነዉ,የምንመራዉ,ደነዝ,,,,,,,,,,,,,,
1804,"""አሸባሪ",ክርር,ቀጠለ,በለጠ,ሀገር,ስጋት,"ናቸው""",ወንድ,አህመዲን_ጀበል,እውነት,አላህ,ከኢኽዋኖች,ተጽእኖ,ጉያ,ወጣ,ትክክለኛ,የሰለፊያ,መንገድ,ቀጥ,ድርግ,,,,,,,,,,,,,,,,
1805,ድር,አበረ,አንበሳ,አስር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,ወጣት,ሚና,ርእስ,በኡስታዝ,ሀሰን,በላይነህ,ኡስታዝ,አብዱለጢፍ,ጧሃ,ኡስታዝ,ኢብራሂም,ሀሰን,ቀጥታ,ስርጭት,ፕሮግራም,ዛሬ,ምሽት,ሰአት,ቀረበ,አፍሪካቲቪ,እዩቴልሳት,,,,,,,,,,,,,,,
1807,ይሄን,ሄኖክ,ሚባል,ልጂ,ሴት,ዘር,ሚወደው,አየ,እናት,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,"""ታሪክን",የሚርሳ,መጣ,አለም,ኖረ,"አይችልም""",አማርኛ,ቅርጥፍጥፍ,ረጋ,በላ,ኮሪያዊት,ኮረዳ,"""አማርኛ",ተናገረ,ቆሻሻ,ጣለ,ክልክል,"ነው""",ነጣ,አምላኪ,ግል,ትት,ቤት,ጥር,,,,,,,,,,,,
1809,ግን,እንተወዉና,ባህር_በር,ተመለከተ,የተናገራ,ትክክል,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,ልክ,ፊት,አጠቃላይ,ሀገር,ነበረ,መራ,ፈራ,አፈና,አሰረ,ተሰቃየ,ግድያ,ህግ,ትግራይ,ክልል,ቁርጠኝነት,ቀጠለ,,,,,,,,,,,,,,,,,,,,
1811,እቃ,ፕሮፌሰር,መራራ,አማራ,ነፍጠኛ,አሉ,ጥላቻ,ቅስቀሳ,ድርግ,እጅ,ደም,ተጨማለቀ,ግለሰብ,ሰራ,ተስማማ,ቈረጠ,ገባ,,,,,,,,,,,,,,,,,,,
1812,መንግስት,አለበ,አገር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,አየ,ቆጮ,መቁረጫ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,"""",ፌደራሊስ,ሀይል,"""",ቀላቀለ,"""",ሀገር,ተሸበረ,ገነጠለ,"""",እንዶድ,ጠባ,"""",ፌደራሊስ,ሀይል,"""",ቀየረ,ፖለቲካ,ህዝብ,ንቃተ,ህሊና,ናቀ,ልጅ,እቃ,እቃ,ጨዋታ,,,,,,,,,,
1815,ሰልፍ,መፈክር,ያዘ,አማረ,ሰሜን,ሆቴል,ጥቁር,አንበሳ,ሰፈር,ልጅ,ሄደ,እውስ,ፒያሳ,ተቀበለ,ፈለገ,ድርግ,አረፈ,ያዘ,ለካ,ሰተውን,ሄደ,ደስ,አል,በዄላ,ገባ,,,,,,,,,,,
1816,ሬስቶራንት,ዉስጥ,ሂሳብ,ከፈለ,ከረከረ,አየ,እስክመደባደብ,ደረጃ,ደረሰ,ብርር,አዲስ,የሂዎት,ዘዴ,ተምሬአለው,,,,,,,,,,,,,,,,,,,,,,
1817,ቅርብ,አየ,አብሽር,መስጊድ,ቤተ,ክርስቲያን,ፈረሰ,ተቃጠለ,ቅጥል,ግን,የእጃቸዉን,ግኝ*,,,,,,,,,,,,,,,,,,,,,,,,
1818,ሃሃሃሃ,ሄደ,ተሰሚነት,ህዝብ,ተገለገለ,ትግል,አቅጣጫ,ቀየረ,ፖለቲካ,ፓርቲ,ቀላቀለ,,,,,,,,,,,,,,,,,,,,,,,,,
1819,ኢራን,ፋረ,አጸፋ,ምላሽ,ሰጠ,ቻለ,ተነገረ,ተገኘ,ግድያ,ትራምፕ,ትእዛዝ,ፈጸመ,ፔንታጎን,አወቀ,,,,,,,,,,,,,,,,,,,,,,
1820,እኮ,ግለሰብ,አየ,እምር,ብዙ,አሰበ,ምልህ,ወንድም,ለየ,ታዲያ,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,ምእራብ,ኦሮምያ,ተንቀሳቀሰ,ሸመቀ,መንግስት,እርምጃ_ወሰደ,የኦሮምያ,ክልል,ብልጽግና,ፓርቲ,ግንኙነት,ሀልፊ,አቶ,አየ,ደንደአ,ለቪኦኤ,ገለጸ,,,,,,,,,,,,,,,,,,,
1822,ንድድ,ወይስ,ተሰማ,ውነት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,ፋረ,ሀሳብ,ቆመ,ክፍለ,ዘመን,ሳበ,እእምሮ,ጠበቀ,ተራ,ሀሳብ,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,አለፈ,አመት,አካባቢ,አማራ,ክልል,ሙዚየም,ሰራ,ባህል,ቱ,ቢሮ,ጥር,ሄደ,ግን,ከእዚህ,መሬት,ነካ,ግድ,,,,,,,,,,,,,,,,,,,
1825,ከህወሀት,ቸኰለ,ስብሰባ,አዲስ,መጣ,"""ከዳተኞች""",አዲስ,ዜማ,ነውየትግራይ,ድል,ትግራይ,ወጣት,እጅ,,,,,,,,,,,,,,,,,,,,,,,
1826,ይሄ,እኩይ,መልእክት_ተላለፈ,አማራ,ክልል,ከፍተኛ,ትምህርት,ተቋም,ኦሮሚያ,ከተማ,በአብን,የተጠነሰሰ,ሴራ,ጠበቀ,,,,,,,,,,,,,,,,,,,,,,
1827,ሰላም,አበለ,ሰላም,ጽዮን_ማርያ,ግሸን,ማርያ,ሰማ,አራ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,ብሄራዊ,ፈተና,ተሰራ,ስህተት,ብሄር,ደገመ,አዴፓ,ከተማ,አማራ,ጥቅም,ጠበቀ,ከፍተኛ,ወጣት,መራ,ክልል,መጣ,ሚዛናዊነት,ጐደለ,መጠነ,ሰፋ,ተግባር,በመስተዳደሩ,ክፍለከተሞች,በቅንጅት,ሰራ,,,,,,,,,,,
1829,ጀግና,አሰበ,ተሸውደሀል,ተከታይ,ሳበ,ጥያቄ,ቀረበ,አቅም,ለም,ትግራይ,ገበር,ጻፈ,ቻለ,አሰበ,የፓለቲካ,ብቃት,ታታ,ወረደ,አንብብ,ጃስ,,,,,,,,,,,,,,,,
1830,ወለጋ,ዩኒቨርሲቲ,ስራ,ቆመ,ቅጥር,ግቢ,ለቀቀ,ውጥእ,አዘዘ,ተማረ,ቤት,መለሰ,ደረሰ,መኪና_አደጋ,አራት,ተማረ,ሞት,ተማረ,ጫነ,ጊምቢ,ተጓዘ,ነበረ,ተሽካርካሪ,ጭነት,ተመካ,ገጨ,,,,,,,,,,
1831,አቶ,ንጉስ_ጥላሁን,ተናገረ,ግን,በለጠ,ግራ_ግብእ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,ፖለቲከኛ,ኮ,“ትግራይ,ሰላም,ሆነች”,ቅናት,ቀጠለ,ኋላቀር,ፍጡር,አመመ,ሰላም,ደፈረሰ,ብዙ,ሚልዮን,በጀት,መደበ,ሴራ,ጐነጐነ,ዳረ,ዋለ,,,,,,,,,,,,,,,,
1833,የማርክሲም,ሌኒንዝም,ገዳ,ስርአት,ወሰደ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,ጥላቻ,ንግግር,ከለከለ,ረቂቅ,ህግ,የሂዩመን,ራይትስ,ዋተተ,ስጋት,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,አለም_ቀፈፈ,ሚድያዎች,ተረጐመ,ኮፒ,አረግ,ራስ,ለጠፈ,ገባ,ነደደ,ሚድያ,ምንጭ,ጠቀሰ,ማረ,አለበ,ምንጭ,ኤሊያስ,,,,,,,,,,,,,,,,,,,,
1836,ሁሌ,ልገርበው,አነሳ,ምእራፍ,መግቢያ,ግጥም,ነከተ,ሁሌ,አዲስ,ገረመ,አስቀመጠ,,,,,,,,,,,,,,,,,,,,,,,,,
1837,አይነት,ድንቅ,ስራ,ሸገር,ወሰነ,ገባ,የሸገር,ወንዝ,ሸገር,ዙሪያ,ተራራ,ዛፍ,ተከላ,አይዋበም,እርካታ,ቋሚ,ስራ,ድል,,,,,,,,,,,,,,,,,,
1838,ውነት,ሰማይ,የሚታዮ,ቱ,ቀለመ,የግዛብሄር,ቃልኪዳን,ታይዶስ,ከመይዶስ,ኢትዮጵያዊ,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,አይይይይይ,ኢትዮ,ኤርትራ,ጦርነት,አንብብ,ለማ,እየው,ከዛ,ንግር,መሰለ,ብታቅ,ተለመ,,,,,,,,,,,,,,,,,,,,,,,,
1840,መዉጣት,ፈለገ,ይሄ,በሽተኛ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,ከማል,ገልቹና,ዳውድ_ኢብሳ,ኤርትራ,ሰማ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,ብልጽግና,ፓርቲ,ህጋዊ,እውቅ,ተገኘ,መንግስት,ስልጣን,ከኢህአዴግ,ተረከበ,ቻለ,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,አሜን,ሰናይ,ምሽት,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,ፍስሀ,ማስታወሻ,እለታዊ_ኑሮ,ወጣ,ወረደ,ትምህርት,በብርግነትና,አካባቢ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,ሻሸመኔ,ሶማሌ,ሰማ,ይሄኔ,አማራ,ክልል,ኖረ,ለጠፈ,መሰለ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,ጽሁፍ,ጠቀመ,ከእንግዲህ,አስቂኝ,አካል,ጠፋ,ፊት,ደም_ፈሰሰ,ተስፋ_ቈረጠ,ድ,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,ጠቅላላ,ይዘት,ተስማማ,ግን,አማራ,ትክሻ,መላ,ጭቁን,የዋህ,ሀገር,ወዳድ,ትክሻ,ወረደ,አበረ,ሰራ,ተቻቻለ,አደገ,ግድ,,,,,,,,,,,,,,,,,,
1848,ቀላል,መሰለ,ለመደ,ጉዳት,ረዳ,ግን,ድርግ,ሰራ,ከባድ,ክፉ,ስራ,ያሚያመጡ,ራስ,አየጎዱን,በሁለተናችን,ሂወታችን,ምሳሌ,ስድብ,ስርቆት,ውሸት,ወዘተ,ቀላል,ቈጠበ,ከባድ,ጠፋ,,,,,,,,,,,
1849,ለአላህ,ታላቅ,ከነዘህ,አውሬ,አደገ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,የምር,ልክ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,ስኳር,ዘይት,ቀረረ,ኤክሳይዝ,ጨመረ,አውጀህ,በቃ,ድሮ,ንግድ,ውድድር,ነጋዴ,ምክክር,መራ,ገበያ,ዝብእ,ጠራ,,,,,,,,,,,,,,,,,,,,
1852,ሲሳይ,አጌና,ጠዳ,ቤት,ከተሄደ,ተገኘ,ትርፍ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,አሰላ,አረንጓዴ,ስታዲየም,ተካሄደ,አደገ,አትሌቲክስ,ሻምፒዮና,ቀጠለ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,በተለይ,ለንደኔ,አይነት,ቤት,ተራራ,ስር,ተራራ,ማዶ,ወደደ,ነበረ,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,"""ከጥላቻ",መነጨ,መንፈስ,ታወረ,ህወሃት,አሰረ,ያለምክንያት,ነበረ,ትክክለኛ,እርምጃ,ነበረ,ሰረረ,ስራ,አኳያ,ተመለከተ,"አምኛለሁ""",ልደ,,,,,,,,,,,,,,,,,,,
1856,ተመሰገነ,ወንድማገኝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,ራስ,ደስታ,ድምጥ,ነፍሰ,በላ,ሀዲ,አማራ,ልጅ,ዩኒቨርስቲ,ተሰቃይ,ዝም,እግዚኦ,ጌታ,ፈረደ,,,,,,,,,,,,,,,,,,,,,,
1858,ህዳር,ፊልም,ደራሲ,ዳይሬክተር,ብሩክ,ሞላ,ተደረገ,ቆይታ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,ይሄንን,ቆመ,ቻለ,ራስ,አማራ,ነዉ,ተነሳ,አበረ,ጀመረ,ካንሰር,አዴፓ,ውግድ,ቀጠለ,ሀይል,ጠነከረ,መብት,ከበረ,ነዉ,ሁል,ጊዜ,እንደዉሻ,ብርር,ገደለ,ኖረ,,,,,,,,,,,,
1860,አዲ_አበባ,ህገወጥ,ግንባታ,አካሄደ,ቤት,አልባዎች,ዝቅተኛ,ኑሮ,ኖረ,አይደሉምየህገወጥ,ግንባታ,አካሄደ,ሀብት,ፖለቲካ,አላማ,ያነገቡ,አካላት,ከፍተኛ,ገንዘብ,መደበ,,,,,,,,,,,,,,,,
1861,የዉሸት,ቀነበረ,ዜና,አፋር,ብሄራዊ,ክልላዊ,መንግስት,ኢሳ,ህጻን,ጋ,የአለማቀፍ,ህጻን,ቀን,ከበረ,አፋር,ህጻን,ሰበሰበ,ኢሳ,ህጻን,የዉሸት,ዜና,ተሰራጨ,አወገዘ,,,,,,,,,,,,,
1862,ጨቀጨቅሺኝ,ሰሊ,ጨከጨኩሽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,ፕርፌሰርዬ,እባኮት,ንድድ,ገድ,ችግር,እውቀት,ነጻ,ጸየቓ,እዛ,ዳስ,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,ክልል,አማራ,ኦሮሚያ,ችግር,አየ,እዛም,አማራ,ኦሮሞ,ልጅ,አል,አይደል,እነኛ,ሰላም,መራ,እንኚህ,ቅእት,ችግር,እስከወዲያኛው,ፈታ,ፈለገ,አቅም,ልክ,ረዳ,,,,,,,,,,,,,
1865,አልበም,ቆንጆ,ረሳ,ሲንግሎቿ,ግን,በቀር,እጅ,እጅ,ይዘት,ዛገ,ስራ,ናደ,ድሮ,ኖረ,ሰማ,ሁላ,መሰለ,,,,,,,,,,,,,,,,,,,
1866,ባህርዳር,ሰላማዊ_ሰልፍ,አቋም,መግለጫ,ሙስሊም,መስጊድ,በአል,ክብር,መቃብር_ቦታ,እጦት,አማርሮታል,ባህር_ዳር,ክልል,መስጊድ,ገነባ,መቃብር_ቦታ,ግኝ*,ችግር,ፈታ,ጠየቀ,,,,,,,,,,,,,,,,
1867,ይሄ,"""ልሳን""",ቀረረ,ሰማ,ቋንቋ,ለየ,መልእክት,ደረሰ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,ጀቤሳ,ደሞ,እዛ,ሀይማኖት,እስታኮ,መርዝ,ረጨ,ነደለ,ተወ,ግድ,አገሬ,ግራ,ገመደ,ታገሰ,ተወ,,,,,,,,,,,,,,,,,,,,,
1869,ጥር,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,ስራ,ጥር,ጥር,ጠዋት,ድረስ,ቀን,መልክ,በክዋኔ,ደመቀ,አየ,ጥምቀት,በሀላም,ለየ,ቀረበ,ቀረበ,መረጃ,ደረሰ,ጎንደር,ባህል,ማእከል,ዳይሬክተር,አቶ,ገብረማርያም,ይርጋ,,,,,,,,,,,,
1871,ሁሌም,ልክ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
